Auction,Age,Make,Color,WheelType,Odo,Size,MMRAauction,MMRAretail,BadBuy
MANHEIM,4,FORD,SILVER,Alloy,71500,MEDIUM,4021,4843,0
MANHEIM,3,DODGE,RED,Covers,78305,MEDIUM,7128,11068,0
MANHEIM,5,CHRYSLER,BLACK,Special,76433,MEDIUM,4237,5076,0
MANHEIM,3,DODGE,GREY,Covers,81327,SPECIALTY,8110,9259,0
MANHEIM,4,JEEP,SILVER,Alloy,70975,MEDIUMSUV,8053,11250,1
ADESA,7,NISSAN,SILVER,NULL,85939,MEDIUMSUV,4538,5401,1
MANHEIM,3,DODGE,WHITE,Covers,79994,SPECIALTY,7499,8599,0
OTHER,3,CHRYSLER,BLUE,Covers,75775,MEDIUM,8454,11532,1
MANHEIM,2,CHEVROLET,SILVER,Alloy,82884,LARGE,8214,9371,0
MANHEIM,6,MERCURY,BLUE,Covers,89215,LARGE,4790,8368,1
OTHER,3,DODGE,BLUE,Covers,62517,MEDIUM,5480,6418,0
MANHEIM,5,PONTIAC,RED,Covers,98946,MEDIUM,3847,6947,1
OTHER,1,CHRYSLER,BLUE,Covers,37210,MEDIUM,11619,13049,0
MANHEIM,8,FORD,GREEN,Alloy,75413,MEDIUMSUV,4292,8112,1
MANHEIM,2,CHRYSLER,SILVER,Covers,80402,MEDIUM,7219,8297,0
OTHER,6,FORD,GOLD,Alloy,47524,MEDIUMSUV,4827,8156,1
MANHEIM,5,FORD,BLACK,Alloy,76957,VAN,5632,6583,0
MANHEIM,4,FORD,BEIGE,Alloy,80974,SMALLSUV,7669,10999,0
MANHEIM,4,CHRYSLER,BLACK,Alloy,89952,CROSSOVER,6952,8008,0
OTHER,7,CHEVROLET,BLUE,Covers,51772,VAN,4334,8465,1
MANHEIM,5,CHRYSLER,RED,Alloy,80120,MEDIUM,3819,6976,0
MANHEIM,4,DODGE,GREEN,Alloy,91709,MEDIUM,4229,7309,1
ADESA,4,DODGE,SILVER,Covers,58589,MEDIUM,3245,6288,0
ADESA,3,KIA,RED,Covers,42153,MEDIUM,4578,5444,0
ADESA,3,KIA,SILVER,Covers,43332,MEDIUM,4774,5656,0
ADESA,7,NISSAN,WHITE,Alloy,77578,MEDIUM,4255,7146,1
OTHER,1,FORD,WHITE,Alloy,83090,CROSSOVER,17799,19723,0
ADESA,4,NISSAN,BLACK,NULL,83454,LARGE,10162,11475,1
ADESA,5,FORD,BLUE,NULL,69058,SPORTS,8304,11389,1
ADESA,7,PONTIAC,SILVER,Covers,64139,MEDIUM,3680,6864,1
MANHEIM,5,CHEVROLET,SILVER,Covers,91072,COMPACT,4271,7230,0
OTHER,3,CHEVROLET,WHITE,Alloy,81220,SMALLTRUCK,9261,13963,0
MANHEIM,6,CHRYSLER,BLUE,Alloy,52324,MEDIUM,4023,4845,0
OTHER,7,CHEVROLET,WHITE,NULL,106657,MEDIUM,2467,5283,1
ADESA,6,CHEVROLET,GOLD,Alloy,67834,MEDIUMSUV,4784,5667,0
MANHEIM,8,MERCURY,SILVER,Alloy,64623,MEDIUM,3474,6397,1
OTHER,6,BUICK,WHITE,NULL,85597,MEDIUMSUV,5198,9779,1
ADESA,4,FORD,SILVER,Alloy,82707,SMALLSUV,6873,7923,1
MANHEIM,9,FORD,BLACK,Alloy,109025,VAN,2365,5095,0
MANHEIM,4,PONTIAC,WHITE,Covers,75638,LARGE,6003,9473,0
MANHEIM,2,SUZUKI,SILVER,NULL,12628,MEDIUM,5657,6610,0
ADESA,4,CHRYSLER,SILVER,Alloy,66192,MEDIUM,3137,3888,0
ADESA,6,CHEVROLET,SILVER,NULL,89031,MEDIUM,2432,3127,1
OTHER,7,FORD,GREEN,Alloy,81417,LARGETRUCK,2698,3414,0
OTHER,6,MAZDA,BLACK,Alloy,59532,MEDIUM,5835,9007,1
ADESA,3,HYUNDAI,GREY,Covers,63760,MEDIUM,6464,9981,0
OTHER,2,DODGE,RED,Covers,52295,MEDIUM,7048,11006,0
MANHEIM,6,CHEVROLET,SILVER,Covers,99249,LARGE,3220,3978,1
ADESA,4,FORD,WHITE,NULL,68312,MEDIUM,3979,4797,1
MANHEIM,6,CHEVROLET,BLUE,Covers,86462,LARGE,3582,6620,0
OTHER,3,DODGE,SILVER,Alloy,83311,MEDIUM,5865,6834,1
ADESA,5,DODGE,BEIGE,Covers,75890,VAN,4422,7751,0
ADESA,5,FORD,WHITE,Covers,86677,MEDIUM,3201,6576,1
MANHEIM,4,CHRYSLER,WHITE,Covers,67388,VAN,5033,5936,0
ADESA,8,GMC,RED,Alloy,87653,LARGETRUCK,6733,10625,1
OTHER,4,CHEVROLET,BLUE,Covers,75701,COMPACT,2596,3304,0
MANHEIM,5,SATURN,BLACK,Alloy,73037,MEDIUM,3755,7515,0
MANHEIM,3,MITSUBISHI,GREY,Covers,57287,MEDIUM,7730,11191,0
ADESA,3,PONTIAC,BLUE,NULL,72621,VAN,0,0,1
OTHER,4,FORD,WHITE,Alloy,83460,SMALLTRUCK,4077,9233,0
OTHER,5,CHRYSLER,SILVER,Covers,24346,MEDIUM,3882,7194,0
MANHEIM,7,FORD,RED,Alloy,82652,MEDIUMSUV,5457,9274,1
MANHEIM,8,FORD,RED,Covers,83141,COMPACT,2175,4577,0
MANHEIM,5,CHEVROLET,WHITE,Alloy,71710,MEDIUMSUV,6360,9750,0
MANHEIM,3,TOYOTA,MAROON,Alloy,15409,LARGETRUCK,16536,20976,1
OTHER,5,TOYOTA,WHITE,Covers,80058,LARGETRUCK,6678,10030,0
MANHEIM,5,JEEP,BEIGE,Alloy,76650,MEDIUMSUV,8101,12552,1
OTHER,5,FORD,GOLD,Alloy,84301,COMPACT,3495,6669,1
MANHEIM,3,DODGE,BLACK,Covers,81789,MEDIUM,6963,10988,0
MANHEIM,4,CHRYSLER,BLACK,Alloy,81884,MEDIUM,4874,8758,1
ADESA,6,PONTIAC,SILVER,Alloy,80184,MEDIUM,2752,3472,0
OTHER,3,FORD,WHITE,Alloy,81845,CROSSOVER,11000,12380,0
OTHER,3,CHRYSLER,WHITE,Covers,60969,MEDIUM,7543,11374,0
MANHEIM,7,MERCURY,BEIGE,Covers,84203,LARGE,4234,8061,1
MANHEIM,6,NISSAN,SILVER,Alloy,97425,LARGE,6557,10691,1
MANHEIM,4,CHEVROLET,MAROON,Alloy,67911,MEDIUMSUV,8170,9324,0
MANHEIM,2,MERCURY,BLUE,Alloy,74718,MEDIUM,12972,17074,0
MANHEIM,7,JEEP,WHITE,Alloy,86787,SMALLSUV,4377,9566,1
ADESA,3,CHRYSLER,GREY,Covers,68048,SPECIALTY,10422,14671,1
MANHEIM,8,FORD,WHITE,Alloy,86130,SPORTS,3851,6974,1
MANHEIM,3,CHEVROLET,BLUE,Alloy,76450,MEDIUM,7461,11343,0
MANHEIM,5,DODGE,OTHER,NULL,67864,MEDIUMSUV,9260,10501,0
ADESA,4,DODGE,WHITE,NULL,80790,VAN,4812,5697,1
MANHEIM,6,CHEVROLET,BLACK,Special,88263,LARGETRUCK,8996,13831,0
MANHEIM,3,FORD,GREY,Alloy,53915,LARGE,6042,7025,0
MANHEIM,2,VOLVO,BLACK,Alloy,70132,SPECIALTY,11317,15384,0
MANHEIM,6,FORD,BLUE,Covers,80302,VAN,2664,3377,0
MANHEIM,7,MITSUBISHI,BLACK,Alloy,81033,LARGESUV,6835,9399,1
ADESA,2,CHEVROLET,SILVER,Alloy,89002,LARGE,8602,12530,0
MANHEIM,5,CHEVROLET,BLACK,Alloy,79020,MEDIUMSUV,5984,6963,1
OTHER,4,CHRYSLER,SILVER,Covers,72598,SPECIALTY,9577,13709,0
OTHER,6,CHEVROLET,SILVER,Alloy,87759,LARGETRUCK,8795,12873,0
MANHEIM,7,MINI,YELLOW,Alloy,84816,COMPACT,7575,8681,1
MANHEIM,6,CHRYSLER,GOLD,Covers,76440,MEDIUM,2907,3640,1
MANHEIM,5,CHEVROLET,WHITE,Alloy,81357,MEDIUMSUV,7005,8065,1
ADESA,3,PONTIAC,BLUE,Alloy,80174,MEDIUM,8803,13042,0
MANHEIM,3,DODGE,RED,Alloy,70003,MEDIUMSUV,10057,11362,1
MANHEIM,5,JEEP,BLUE,Alloy,92584,SMALLSUV,7979,11325,0
MANHEIM,4,CHEVROLET,WHITE,Covers,82747,MEDIUM,4905,5797,0
MANHEIM,4,CHEVROLET,GREEN,Alloy,55999,MEDIUMSUV,7875,9005,1
ADESA,5,FORD,GOLD,Alloy,84645,LARGETRUCK,5469,8768,0
MANHEIM,6,DODGE,WHITE,Covers,93229,VAN,2904,3636,1
MANHEIM,4,PONTIAC,GOLD,Covers,76229,MEDIUM,5696,9446,1
MANHEIM,1,DODGE,BLACK,Covers,51647,MEDIUM,7257,8338,0
ADESA,4,FORD,GREY,Covers,68610,SMALLSUV,7595,11089,0
OTHER,1,DODGE,SILVER,Covers,47136,MEDIUM,7808,8933,1
MANHEIM,4,CHRYSLER,SILVER,Covers,53359,MEDIUM,4577,7648,0
MANHEIM,5,CHRYSLER,PURPLE,Covers,58057,MEDIUM,3723,4521,0
MANHEIM,6,CHEVROLET,SILVER,Alloy,94091,LARGE,3805,7090,1
OTHER,2,DODGE,BLUE,NULL,57548,MEDIUM,8417,12027,1
ADESA,7,DODGE,BLUE,NULL,95807,MEDIUM,2166,5247,1
OTHER,4,DODGE,WHITE,Covers,59457,MEDIUM,5488,6427,0
OTHER,6,DODGE,SILVER,Covers,105776,LARGE,1570,4770,1
ADESA,8,FORD,SILVER,Alloy,62488,SPORTS,3629,6908,1
ADESA,3,PONTIAC,BLACK,NULL,75087,MEDIUM,7119,8189,1
MANHEIM,4,DODGE,BLUE,Alloy,75371,MEDIUMSUV,8871,13154,0
MANHEIM,7,CHEVROLET,SILVER,Alloy,104716,COMPACT,2004,4615,1
OTHER,2,CHRYSLER,SILVER,Covers,42880,MEDIUM,7025,8087,0
MANHEIM,5,CHEVROLET,MAROON,Alloy,76897,MEDIUMSUV,7783,11362,1
MANHEIM,7,CHEVROLET,BLACK,Covers,90687,LARGE,2659,3372,1
MANHEIM,5,NISSAN,SILVER,Alloy,91675,MEDIUMSUV,8139,11364,1
MANHEIM,4,DODGE,WHITE,Covers,43878,MEDIUM,6290,9391,0
ADESA,3,KIA,GOLD,Alloy,59654,CROSSOVER,7245,10436,0
MANHEIM,6,SATURN,SILVER,Covers,75490,MEDIUM,4013,7414,1
MANHEIM,8,HYUNDAI,GREY,Alloy,65069,LARGE,1756,2396,1
OTHER,3,PONTIAC,BLACK,Covers,55561,MEDIUM,7421,11122,0
ADESA,5,PONTIAC,WHITE,NULL,89142,MEDIUM,5160,6073,1
MANHEIM,6,DODGE,RED,Alloy,81698,LARGETRUCK,7211,10998,1
MANHEIM,3,KIA,ORANGE,Alloy,80160,MEDIUM,6088,9544,1
ADESA,6,PONTIAC,WHITE,Alloy,71964,MEDIUM,3123,6380,1
ADESA,6,TOYOTA,WHITE,NULL,71759,MEDIUM,4840,5727,1
MANHEIM,4,PONTIAC,WHITE,Covers,72974,LARGE,6549,10013,0
MANHEIM,1,CHEVROLET,WHITE,Covers,60962,MEDIUM,8722,9920,1
OTHER,2,CHRYSLER,SILVER,Covers,73908,MEDIUM,6344,9307,0
ADESA,5,MITSUBISHI,SILVER,Covers,83601,COMPACT,3436,4211,0
OTHER,4,DODGE,BLUE,Covers,51233,MEDIUM,5798,9579,0
MANHEIM,7,CHRYSLER,BLUE,Alloy,95699,MEDIUM,2836,6491,1
MANHEIM,4,CHRYSLER,WHITE,Alloy,79970,MEDIUM,5532,8987,0
ADESA,7,DODGE,SILVER,Alloy,95832,MEDIUMSUV,4357,7570,1
OTHER,6,FORD,BLUE,Alloy,80835,COMPACT,3161,3914,1
MANHEIM,4,PONTIAC,SILVER,Alloy,75493,LARGE,6392,9849,0
ADESA,3,KIA,SILVER,Covers,57489,MEDIUM,4789,5672,1
OTHER,7,FORD,WHITE,Alloy,99025,SPORTS,3746,4546,1
OTHER,6,MITSUBISHI,GREY,Covers,88663,MEDIUM,4156,4988,0
MANHEIM,8,DODGE,BLUE,Covers,28750,VAN,3066,5314,0
OTHER,7,DODGE,WHITE,Covers,76590,VAN,2901,3633,0
MANHEIM,5,CHRYSLER,SILVER,Covers,60612,MEDIUM,3744,7482,1
OTHER,1,CHRYSLER,BLUE,NULL,49504,MEDIUM,7329,8415,1
OTHER,4,CHEVROLET,SILVER,Covers,77830,MEDIUM,3286,4049,1
OTHER,4,CHRYSLER,BLUE,Covers,88531,VAN,5664,9767,0
MANHEIM,5,CHRYSLER,BLUE,Covers,59356,MEDIUM,3844,4652,0
OTHER,3,FORD,BLACK,Alloy,74109,LARGE,10033,11336,0
ADESA,4,PONTIAC,SILVER,Alloy,89604,LARGE,6483,10769,0
MANHEIM,6,NISSAN,GREY,Alloy,91007,LARGE,7250,11014,1
OTHER,6,BUICK,WHITE,NULL,63850,LARGE,5139,6050,1
OTHER,3,CHEVROLET,SILVER,Covers,70113,MEDIUM,6311,7316,1
MANHEIM,5,FORD,RED,Alloy,75276,VAN,3681,4475,0
MANHEIM,6,FORD,WHITE,Alloy,67800,MEDIUMSUV,5743,9473,0
OTHER,5,DODGE,GOLD,NULL,49843,LARGETRUCK,9202,13865,1
MANHEIM,6,SATURN,WHITE,Covers,48557,MEDIUM,3424,4198,1
ADESA,4,HYUNDAI,SILVER,NULL,76216,MEDIUM,4486,5345,1
OTHER,2,DODGE,BLUE,Covers,49340,MEDIUM,8268,9429,0
MANHEIM,6,JEEP,MAROON,NULL,75634,SMALLSUV,4517,7598,1
MANHEIM,7,BUICK,GOLD,Alloy,67148,MEDIUMSUV,4446,7717,1
MANHEIM,4,CHRYSLER,SILVER,Alloy,72928,MEDIUM,6478,9983,0
MANHEIM,6,GMC,BLACK,Special,85645,MEDIUMSUV,6645,7677,0
MANHEIM,5,HYUNDAI,RED,Covers,85773,MEDIUM,3492,6602,1
MANHEIM,7,FORD,WHITE,Alloy,69377,VAN,3132,5915,1
MANHEIM,3,DODGE,BLUE,Covers,50440,MEDIUM,5904,9913,1
MANHEIM,3,CHEVROLET,GOLD,Alloy,70912,MEDIUM,6564,7589,0
MANHEIM,3,PONTIAC,WHITE,Alloy,57569,LARGE,6892,7943,0
MANHEIM,4,KIA,MAROON,Covers,78951,MEDIUM,4483,7424,1
OTHER,4,NISSAN,GREY,Covers,86487,MEDIUM,8898,12481,1
OTHER,4,MITSUBISHI,SILVER,Covers,87622,COMPACT,5240,10898,0
MANHEIM,8,DODGE,GOLD,Covers,93701,VAN,3578,7538,1
MANHEIM,4,CHEVROLET,SILVER,Alloy,82178,MEDIUMSUV,8145,9297,0
MANHEIM,4,CHEVROLET,GOLD,Covers,59781,LARGE,4420,5274,0
MANHEIM,4,HYUNDAI,GOLD,Covers,53841,MEDIUM,3837,4644,0
MANHEIM,5,DODGE,SILVER,Alloy,82325,VAN,6418,9847,0
MANHEIM,5,CHEVROLET,SILVER,Covers,80072,MEDIUM,3806,6708,1
MANHEIM,3,DODGE,BLACK,Covers,68457,MEDIUM,6539,9975,0
MANHEIM,4,FORD,WHITE,Alloy,55943,CROSSOVER,7832,8959,0
OTHER,3,FORD,GREY,Alloy,74264,SPORTS,10789,12152,0
OTHER,5,TOYOTA,SILVER,Covers,97385,MEDIUM,7561,10781,0
MANHEIM,7,DODGE,BLUE,Alloy,51704,LARGETRUCK,6370,9814,0
MANHEIM,2,HYUNDAI,GREEN,Covers,30553,COMPACT,6948,10289,0
OTHER,6,SUZUKI,WHITE,Alloy,73898,COMPACT,1831,2477,1
MANHEIM,3,TOYOTA,SILVER,Covers,51301,MEDIUM,11342,15003,0
MANHEIM,6,PONTIAC,BLACK,Alloy,100684,MEDIUM,3574,6749,1
OTHER,6,CHRYSLER,GOLD,NULL,81407,MEDIUM,3496,7262,1
MANHEIM,8,MERCURY,SILVER,Alloy,77432,MEDIUM,2456,3152,1
MANHEIM,4,SATURN,GREY,Alloy,86445,MEDIUM,5283,8584,1
MANHEIM,5,CHRYSLER,WHITE,Covers,62919,MEDIUM,3723,4521,0
ADESA,8,FORD,WHITE,NULL,79448,SMALLSUV,4538,7746,1
OTHER,6,CHRYSLER,GREY,Alloy,102161,MEDIUM,2523,4847,1
MANHEIM,4,CHEVROLET,WHITE,NULL,70800,COMPACT,4734,7943,1
MANHEIM,6,FORD,WHITE,Alloy,95736,MEDIUM,4486,8088,0
MANHEIM,3,CHEVROLET,GOLD,Alloy,66138,LARGE,8789,9992,1
OTHER,4,CHRYSLER,WHITE,Covers,68237,MEDIUM,4279,7811,0
MANHEIM,4,CHEVROLET,BLUE,Alloy,41608,MEDIUM,6242,10328,1
MANHEIM,2,PONTIAC,BLACK,Covers,75514,COMPACT,7485,10982,1
MANHEIM,5,TOYOTA,RED,Alloy,67652,LARGETRUCK,9983,11282,0
MANHEIM,5,KIA,GREEN,Alloy,64639,MEDIUMSUV,5856,9314,1
OTHER,4,DODGE,WHITE,Covers,59201,MEDIUM,5569,6515,0
ADESA,5,DODGE,GREY,Covers,82792,LARGETRUCK,6619,7649,1
MANHEIM,4,NISSAN,GREY,Alloy,73162,MEDIUM,9096,12377,0
ADESA,7,FORD,BLACK,Covers,89834,COMPACT,2126,2796,1
MANHEIM,4,FORD,SILVER,Alloy,76721,LARGESUV,9404,14486,0
ADESA,2,DODGE,GREY,Covers,91063,SPECIALTY,10216,13528,1
OTHER,7,CHEVROLET,WHITE,NULL,33990,COMPACT,2457,5447,1
ADESA,4,PONTIAC,GOLD,Alloy,75583,MEDIUM,4395,5247,1
MANHEIM,2,DODGE,GREY,Covers,73063,SPECIALTY,10028,14563,0
MANHEIM,6,MITSUBISHI,GREY,Alloy,68196,MEDIUMSUV,4620,8193,1
ADESA,4,DODGE,RED,Covers,67128,COMPACT,3432,4207,0
MANHEIM,3,DODGE,BLUE,Covers,36861,MEDIUM,5871,9226,1
OTHER,3,CHEVROLET,BLUE,Covers,73802,MEDIUM,7276,10619,1
MANHEIM,5,DODGE,BLACK,Covers,95180,VAN,4275,7457,1
MANHEIM,7,CHEVROLET,MAROON,Alloy,94074,LARGE,3342,4109,1
MANHEIM,2,PONTIAC,BLACK,Alloy,78000,LARGE,7609,8718,0
OTHER,3,DODGE,BLACK,NULL,55680,SPECIALTY,9065,13122,1
MANHEIM,3,MERCURY,BLACK,Alloy,66701,SMALLSUV,8057,9202,1
OTHER,5,CHRYSLER,PURPLE,Alloy,82481,MEDIUM,5524,9146,0
ADESA,6,DODGE,BLACK,Alloy,82059,COMPACT,3067,5812,1
MANHEIM,3,CHEVROLET,GOLD,Alloy,74398,MEDIUM,7087,8154,0
MANHEIM,4,SUZUKI,BLUE,Covers,69990,MEDIUM,3739,6860,1
ADESA,8,GMC,RED,NULL,92263,MEDIUMSUV,6125,9228,1
OTHER,7,NISSAN,GOLD,Alloy,62062,MEDIUMSUV,5092,5999,0
OTHER,6,FORD,BEIGE,NULL,77995,COMPACT,2602,3310,1
ADESA,4,SUZUKI,GOLD,Special,62296,MEDIUM,3753,6824,1
OTHER,4,PONTIAC,BEIGE,NULL,78098,MEDIUM,5529,8841,0
OTHER,5,CHEVROLET,GREEN,Alloy,81103,MEDIUM,4734,5613,1
MANHEIM,3,KIA,GREY,Alloy,51105,MEDIUM,6533,9802,0
MANHEIM,8,CHRYSLER,SILVER,Alloy,69603,MEDIUM,2394,5633,1
MANHEIM,3,DODGE,BLACK,Covers,61916,MEDIUM,5480,6418,0
ADESA,5,CHEVROLET,GREY,NULL,82995,COMPACT,4135,7174,1
MANHEIM,5,CHEVROLET,GOLD,Alloy,82610,VAN,5981,9583,0
ADESA,5,DODGE,SILVER,Covers,87643,COMPACT,2755,6142,0
MANHEIM,8,JEEP,SILVER,Alloy,87522,SMALLSUV,5734,8239,0
MANHEIM,2,CHRYSLER,SILVER,Covers,76860,VAN,0,0,0
OTHER,6,CHEVROLET,RED,Alloy,66256,MEDIUMSUV,6159,9930,0
MANHEIM,7,DODGE,BLUE,Covers,69161,VAN,2507,3208,0
MANHEIM,5,CHRYSLER,WHITE,Alloy,80898,MEDIUM,3923,7415,1
OTHER,7,SATURN,SILVER,NULL,76851,MEDIUM,2987,5792,1
MANHEIM,3,FORD,BLACK,Alloy,61819,SPORTS,11890,15176,0
ADESA,7,FORD,GREY,Alloy,72295,SMALLSUV,3811,6967,0
ADESA,8,JEEP,BLUE,Alloy,90847,SMALLSUV,4373,7692,0
OTHER,3,DODGE,BLUE,Covers,86637,SPECIALTY,9777,11059,0
OTHER,1,CHRYSLER,SILVER,Covers,41304,MEDIUM,9212,13215,0
OTHER,3,SATURN,BLACK,Covers,67343,MEDIUM,5811,8753,0
MANHEIM,4,CHRYSLER,BLUE,Covers,80688,VAN,6596,10061,0
ADESA,3,SATURN,BLUE,Covers,75404,MEDIUM,6064,9740,0
MANHEIM,3,CHRYSLER,WHITE,Covers,74921,MEDIUM,7409,11265,0
MANHEIM,4,PONTIAC,RED,Alloy,62767,LARGE,5829,6795,0
MANHEIM,6,DODGE,SILVER,Covers,107747,LARGE,3404,9178,1
MANHEIM,7,FORD,SILVER,Alloy,105289,MEDIUM,2827,5518,1
ADESA,4,PONTIAC,GOLD,Alloy,68144,LARGE,6858,10082,1
ADESA,8,FORD,SILVER,NULL,79604,SPORTS,3697,6006,1
OTHER,6,PONTIAC,WHITE,Alloy,80289,MEDIUM,3108,6752,1
OTHER,2,CHRYSLER,WHITE,Covers,49014,MEDIUM,6697,9983,0
ADESA,7,JEEP,BLACK,NULL,95188,SMALLSUV,6620,10564,1
OTHER,4,DODGE,BLACK,Covers,56790,MEDIUM,5569,6515,0
ADESA,5,FORD,GREY,Alloy,86613,LARGETRUCK,3922,4736,0
MANHEIM,6,JEEP,BLUE,Alloy,89774,MEDIUMSUV,5952,9249,1
MANHEIM,3,FORD,BLACK,Covers,59048,MEDIUM,7171,11101,1
OTHER,4,CHRYSLER,SILVER,Covers,66249,MEDIUM,4116,4945,0
MANHEIM,4,DODGE,GOLD,Alloy,62185,MEDIUM,3847,7116,1
MANHEIM,6,FORD,GREY,Covers,76219,LARGETRUCK,5961,10630,0
OTHER,2,FORD,GOLD,Alloy,87223,LARGE,9558,10823,0
ADESA,2,KIA,GREY,Alloy,62591,CROSSOVER,7382,8473,0
MANHEIM,4,JEEP,SILVER,Alloy,72918,LARGESUV,9770,14011,0
MANHEIM,7,HYUNDAI,SILVER,Alloy,75880,MEDIUMSUV,4458,7632,1
MANHEIM,4,NISSAN,RED,Covers,84711,MEDIUM,8430,12848,0
ADESA,3,FORD,GREY,Alloy,77334,LARGE,6281,7283,0
ADESA,3,CHRYSLER,BLUE,Covers,81881,MEDIUM,5620,6570,0
ADESA,6,CHEVROLET,RED,Alloy,75966,LARGETRUCK,5287,6210,0
MANHEIM,5,GMC,BEIGE,Alloy,68990,MEDIUMSUV,7387,11638,0
ADESA,6,NISSAN,BLACK,NULL,93140,MEDIUMSUV,8048,11803,1
OTHER,3,FORD,GREY,Covers,74910,MEDIUM,5386,9074,0
MANHEIM,8,NISSAN,BLACK,Covers,79753,COMPACT,2504,3204,1
OTHER,4,CHEVROLET,BEIGE,NULL,63775,MEDIUM,5174,6088,1
MANHEIM,5,DODGE,GOLD,Alloy,84315,LARGETRUCK,10591,16376,0
OTHER,6,DODGE,GREY,Alloy,73300,MEDIUMSUV,4463,5320,1
OTHER,3,KIA,BEIGE,Covers,68431,MEDIUM,6059,9311,0
OTHER,6,DODGE,SILVER,NULL,75540,MEDIUM,2369,5148,1
MANHEIM,4,JEEP,SILVER,Alloy,63425,MEDIUMSUV,9981,11279,0
MANHEIM,7,CHEVROLET,SILVER,Covers,86190,MEDIUM,2216,2893,1
ADESA,6,FORD,RED,Alloy,71830,LARGESUV,7475,8573,0
MANHEIM,2,CHEVROLET,SILVER,Covers,94210,LARGE,8055,11551,0
MANHEIM,6,MINI,GOLD,Alloy,82495,COMPACT,8269,11724,0
MANHEIM,4,FORD,RED,Covers,57939,COMPACT,3668,4461,0
OTHER,6,PONTIAC,SILVER,NULL,73298,LARGE,5816,8839,1
MANHEIM,8,FORD,SILVER,Alloy,64375,MEDIUM,2097,4605,1
MANHEIM,3,DODGE,GREY,Covers,68226,MEDIUM,5480,6418,0
ADESA,7,MERCURY,GOLD,Alloy,56159,MEDIUM,2304,2988,1
ADESA,1,SUZUKI,BLACK,Alloy,44971,MEDIUM,6468,9821,1
OTHER,3,KIA,BLACK,Covers,60047,MEDIUM,4706,5582,0
MANHEIM,7,MITSUBISHI,SILVER,Alloy,75751,MEDIUMSUV,3797,4601,1
MANHEIM,3,CHRYSLER,WHITE,Covers,72875,MEDIUM,6078,9441,1
ADESA,5,DODGE,RED,NULL,67007,COMPACT,3091,6072,1
ADESA,5,CHRYSLER,SILVER,Covers,57401,MEDIUM,3931,7161,0
MANHEIM,4,JEEP,GOLD,Alloy,87448,SMALLSUV,8335,9502,0
OTHER,3,CHEVROLET,BLUE,Covers,67754,VAN,7434,11194,0
ADESA,9,FORD,GREEN,NULL,64053,COMPACT,1948,4383,1
ADESA,7,FORD,WHITE,NULL,85678,SMALLTRUCK,2905,3637,1
MANHEIM,4,DODGE,BLUE,Alloy,67575,COMPACT,3457,4234,1
MANHEIM,3,PONTIAC,SILVER,Alloy,72738,LARGE,8772,9974,1
MANHEIM,3,FORD,BLUE,Covers,74683,MEDIUM,4966,8377,1
ADESA,5,NISSAN,WHITE,Alloy,76866,LARGE,8178,9332,0
ADESA,8,CHEVROLET,WHITE,NULL,88389,VAN,2759,5532,1
OTHER,6,CHEVROLET,SILVER,Alloy,85274,MEDIUM,5809,8948,1
MANHEIM,5,DODGE,BLUE,Alloy,80599,LARGETRUCK,8859,10068,0
OTHER,2,DODGE,BEIGE,Covers,47933,MEDIUM,7199,11079,0
MANHEIM,5,PONTIAC,GREEN,Alloy,80144,LARGE,4208,5045,0
MANHEIM,5,PONTIAC,GREEN,Alloy,74481,LARGE,5002,5902,1
MANHEIM,3,FORD,SILVER,Covers,59617,MEDIUM,5299,6223,1
MANHEIM,7,FORD,WHITE,Alloy,77737,SPORTS,3227,3985,1
MANHEIM,6,CHRYSLER,WHITE,Alloy,68858,MEDIUM,4397,7663,1
MANHEIM,4,NISSAN,RED,Alloy,83888,LARGE,11467,15263,1
MANHEIM,4,JEEP,RED,Alloy,94435,MEDIUMSUV,10105,14209,1
MANHEIM,5,JEEP,WHITE,Alloy,76220,SMALLSUV,6398,10119,0
ADESA,6,MITSUBISHI,SILVER,NULL,82466,SPORTS,5161,6074,1
MANHEIM,3,CHEVROLET,WHITE,Alloy,88458,MEDIUMSUV,14316,20719,0
MANHEIM,5,FORD,WHITE,Alloy,87793,LARGESUV,9186,10421,1
OTHER,3,CHEVROLET,WHITE,Covers,87561,COMPACT,4950,8190,1
MANHEIM,3,FORD,WHITE,Alloy,67936,LARGE,7629,11882,0
MANHEIM,4,DODGE,SILVER,Alloy,73167,VAN,5748,6708,1
OTHER,1,CHEVROLET,BLACK,NULL,38177,LARGE,9941,11236,0
MANHEIM,3,DODGE,BLUE,Covers,82474,VAN,4964,5861,0
ADESA,5,NISSAN,SILVER,NULL,74628,MEDIUM,6568,7593,1
MANHEIM,5,BUICK,SILVER,Covers,75334,LARGE,6809,10416,1
OTHER,3,CHEVROLET,WHITE,Alloy,69523,LARGE,7115,8184,0
MANHEIM,7,FORD,WHITE,Alloy,49739,MEDIUMSUV,4311,7161,1
OTHER,2,FORD,WHITE,Alloy,80034,MEDIUM,12230,15703,1
MANHEIM,4,DODGE,GREY,Covers,61392,MEDIUM,5569,6515,0
MANHEIM,4,FORD,GREY,Alloy,77476,LARGETRUCK,5869,6839,1
MANHEIM,6,DODGE,WHITE,Alloy,95708,VAN,3464,4241,1
MANHEIM,5,PONTIAC,BLUE,NULL,68630,LARGE,4142,7559,1
